HMeasureID,PrimateID,HMTypeCd,Mean,Range_Lo,Month_Lo,Range_Hi,Month_Hi,CitationID,Comment,OrigIDHabitat,AuthorAddStamp,AuthorEditStamp,AuthorReviewStamp,AuthorIsDupeStamp,AdminReviewStamp
3021,455,WETR,,,11,,3,8620, [Hi Mo. Wet text was: March] [Lo Mo. Wet text was: November],2519,,,5/28/2009,,
3022,455,DRYR,,,5,,9,8620,,2519,,,5/28/2009,,
3023,455,ANNR,1100,,,,,8620,,2519,,,5/28/2009,,
3024,455,GRND,,,,,,8622, [Ground text was: usually terrestrial],2519,,,5/28/2009,,
3025,455,1020,,,,,,8622," [10 - 20M text was: when in trees, no higher than this]",2519,,,5/28/2009,,
3026,455,WETR,,,12,,4,, [Hi Mo. Wet text was: April],2520,,,5/28/2009,,
3027,455,DRYR,,,6,,10,, [Lo Mo. Dry text was: June],2520,,,5/28/2009,,
3028,455,WETR,,,1,,1,,,2521,,,5/28/2009,,
3029,455,DRYR,,,7,,7,, [Lo Mo. Dry text was: July],2521,,,5/28/2009,,
3030,455,WETR,,,2,,2,,,2971,,,5/28/2009,,
3031,455,DRYR,,,8,,8,,,2971,,,5/28/2009,,
3032,456,ELEV,,10,,2045,,8638, [Hi Elev text was: 2045m] [Low Elev text was: 10m],4727,,,6/1/2009,,
3035,456,ATMP,22.4,,,,,8638,,4727,,,6/1/2009,,
3036,456,ANNR,550,,,,,8642,,4727,,,6/1/2009,,
3037,456,ELEV,10,,,,,8636,,4728,,,6/1/2009,,
3038,456,ATMP,17.9,,,,,8638,,4728,,,6/1/2009,,
3039,456,ANNR,1197,,,,,8642,,4728,,,6/1/2009,,
3040,456,ELEV,1800,,,,,8642,,4729,,,6/1/2009,,
3041,456,ATMP,14.6,,,,,8639,,4729,,,6/1/2009,,
3042,456,ANNR,630,,,,,8638,,4729,,,6/1/2009,,
3043,456,ELEV,300,,,,,8636,,4730,,,6/1/2009,,
3044,456,ATMP,17,,,,,8636,,4730,,,6/1/2009,,
3045,456,ANNR,732,,,,,8638,,4730,,,6/1/2009,,
3046,457,ELEV,300,,,,,8708,,4723,,6/1/2009,6/1/2009,,
3047,457,HTMP,44.4,,,,,8766,,4723,,,6/1/2009,,
3048,457,LTMP,5,,,,,8766,,4723,,,6/1/2009,,
3049,457,WETR,,,11,,3,8708,,4723,,,6/1/2009,,
3050,457,ANNR,457,,,,,8708,,4723,,,6/1/2009,,
3051,457,ATMP,23.6,,,,,8708,,4724,,,6/1/2009,,
3052,458,ELEV,,683,,1445,,8815,,3548,,6/1/2009,6/1/2009,,
3053,458,HTMP,40,,,,,8783,40+ in shade,3548,,6/1/2009,6/1/2009,,
3054,458,ANNR,8.4,,,,,8815,,3548,,,6/1/2009,,
3055,458,ATMP,15,,,,,8797,,3549,,6/1/2009,6/1/2009,,
3056,458,ANNR,1.8,,,,,8797,,3549,,,6/1/2009,,
3057,459,HTMP,,,5,,6,8848, [Mo. Hi Temp text was: May-June (8)],3052,,,,,
3058,459,LTMP,,,12,,12,8848, [Mo. Lo Temp text was: December (8)],3052,,,,,
3059,459,ATMP,7,7,,7,,8848, [Mean Ann. Temp text was: 7°C (7)],3052,,,,,
3060,459,WETR,8,,6,,4,8848, [Hi Mo. Wet text was: March-April (8)] [Lo Mo. Wet text was: mid June-mid October (8)],3052,,,,,
3061,459,DRYR,8,,10,,6,8848, [Hi Mo. Dry text was: May-mid June (8)] [Lo Mo. Dry text was: mid-October-February (8)],3052,,,,,
3062,459,ANNR,1465,1465,,7,,8848, [Avg. Ann. Rain text was: 1465 mm (7)],3052,,,,,
3063,459,HTMP,,,5,,6,8847, [Mo. Hi Temp text was: May-June (8)],3053,,,,,
3064,459,LTMP,,,12,,12,8847, [Mo. Lo Temp text was: December (8)],3053,,,,,
3065,459,ATMP,7,7,,7,,8847, [Mean Ann. Temp text was: 7°C (7)],3053,,,,,
3066,459,WETR,8,,6,,4,8847, [Hi Mo. Wet text was: March-April (8)] [Lo Mo. Wet text was: mid June-mid October (8)],3053,,,,,
3067,459,DRYR,8,,10,,6,8847, [Hi Mo. Dry text was: May-mid June (8)] [Lo Mo. Dry text was: mid-October-February (8)],3053,,,,,
3068,459,ANNR,1465,1465,,7,,8847, [Avg. Ann. Rain text was: 1465 mm (7)],3053,,,,,
3069,459,HTMP,,,3,,4,8849, [Mo. Hi Temp text was: March-April],3054,,,,,
3070,459,LTMP,0,,11,,11,8849, [Mo. Lo Temp text was: November] [Lo Temp text was: 0°C],3054,,,,,
3071,459,ATMP,11,,,,,8849, [Mean Ann. Temp text was: 11°C],3054,,,,,
3072,459,WETR,,,6,,9,8849, [Lo Mo. Wet text was: June-September],3054,,,,,
3073,459,DRYR,,,10,,5,8849, [Lo Mo. Dry text was: October-May],3054,,,,,
3074,459,ANNR,1613,,,,,8849, [Avg. Ann. Rain text was: 1613 mm],3054,,,,,
3075,460,ATMP,16,,,,,8877, [Mean Ann. Temp text was: 16°C],3056,,,,,
3076,460,WETR,,,7,,10,8874, [Lo Mo. Wet text was: July-October],3056,,,,,
3077,460,DRYR,,,11,,5,8874, [Lo Mo. Dry text was: November-May],3056,,,,,
3078,460,ANNR,1100,10,,2000,,8874, [Avg. Ann. Rain text was: 1100 mm (10) or 2000 mm (5) (Dunbar has published widely divergent rainfall values for Bole in different sources.)],3056,,,,,
3079,460,GRND,98.4,,,,,8874, [Ground text was: 98.4%],3056,,,,,
3080,460,G5,1.6,,,,,8874, [G - 5M text was: 1.6%],3056,,,,,
3081,460,HTMP,21,,6,,6,8878, [Mo. Hi Temp text was: June] [Hi Temp text was: 21°C],3057,,,,,
3082,460,LTMP,7,,11,,11,8878, [Mo. Lo Temp text was: November] [Lo Temp text was: -7°C],3057,,,,,
3083,460,WETR,,,2,,9,8878, [Hi Mo. Wet text was: June-September] [Lo Mo. Wet text was: February-April],3057,,,,,
3084,460,DRYR,,,5,,1,8878, [Hi Mo. Dry text was: October-January],3057,,,,,
3085,460,ANNR,1540,,,,,8878, [Avg. Ann. Rain text was: 1540 mm],3057,,,,,
3086,460,WETR,,,7,,10,8879, [Lo Mo. Wet text was: July-October],3058,,,,,
3087,460,DRYR,,,11,,5,8879, [Lo Mo. Dry text was: November-May],3058,,,,,
3088,460,ANNR,1100,10,,2000,,8879, [Avg. Ann. Rain text was: 1100 mm (10) or 2000 mm (5) (Dunbar has published widely divergent rainfall values for Bole in different sources.)],3058,,,,,
3089,461,ATMP,24,,,,,8902," [Mean Ann. Temp text was: 24C (Tai National Park, Ivory Coast)]",2090,,,5/8/2009,,
3090,461,DRYR,,,7,,8,8902," [Lo Mo. Dry text was: July-August (Tai National Park, Ivory Coast)]",2090,,,5/8/2009,,
3091,461,AFH,2.41,,,,,8904, [Avg. For. Height text was: 2.41 m],2090,,,5/8/2009,,
3092,461,DRYR,,,11,,2,8902," [Lo Mo. Dry text was: Nov-February (Tai National Park, Ivory Coast)]",2091,,,5/8/2009,,
3093,461,ANNR,1830,,,,,8902," [Avg. Ann. Rain text was: 1830 mm (Tai National Park, Ivory Coast)]",2092,,,5/8/2009,,
3094,461,ANNR,2708,,,,,8903," [Avg. Ann. Rain text was: 2708 mm (Tiwai Island, Sierra Leone)]",2093,,,5/8/2009,,
3095,461,DRYR,,,11,,2,8902," [Lo Mo. Dry text was: Nov-February (Tai National Park, Ivory Coast)]",3174,,,5/8/2009,,
3096,461,ANNR,1830,,,,,8902," [Avg. Ann. Rain text was: 1830 mm (Tai National Park, Ivory Coast)]",3175,,,5/8/2009,,
3097,461,ANNR,2708,,,,,8903," [Avg. Ann. Rain text was: 2708 mm (Tiwai Island, Sierra Leone)]",3176,,,5/8/2009,,
3098,462,ELEV,150,,,300,,8961,Lowest Elevation found is sea level. The majority of this species range is below 150m,2271,,6/1/2009,5/31/2009,,
3099,462,HTMP,33,,2,,3,8961,The author cites a range for the highest temperature: 31-33 deg C.,2271,,6/1/2009,6/5/2009,,
3100,462,LTMP,21,,8,,8,8961, The author cites a range for the lowest temperature: 19-21 deg C.,2271,,6/1/2009,6/5/2009,,
3101,462,WETR,,,9,,10,8955,A second wet season occurs from May - June.,2271,,6/1/2009,5/31/2009,,
3102,462,ANNR,50,,,,,8955,Rainfall ranges from 75 cm. in the dry northern forests to over 175 cm. in the wet southern forests.,2271,,6/1/2009,5/31/2009,,
3103,462,GRND,,,,,,8951, [Ground text was: Majority],2271,,,5/31/2009,,
3104,462,WETR,,,9,,10,8961,A second wet season occurs from May - June.,2272,,6/1/2009,5/31/2009,,
3105,462,ANNR,50,,,,,8961,Rainfall ranges from 75 cm. in the dry northern forests to over 175 cm. in the wet southern forests.,2272,,6/1/2009,5/31/2009,,
3106,462,GRND,,,,,,8957, [Ground text was: Majority],2272,,,5/31/2009,,
3107,462,GRND,,,,,,8958, [Ground text was: Majority],2273,,,5/31/2009,,
3108,462,GRND,,,,,,8959, [Ground text was: Majority],2274,,,5/31/2009,,
3109,462,GRND,,,,,,8960, [Ground text was: Majority],2275,,,5/31/2009,,
3110,462,ELEV,,,,300,,8966,,4977,,6/1/2009,5/31/2009,,
3111,462,HTMP,41.1,,3,,4,8968,,4977,,6/5/2009,6/5/2009,,
3112,462,LTMP,10,,1,,12,8968,,4977,,6/5/2009,6/5/2009,,
3113,462,ATMP,26.3,,,,,8968,"North of distribution, Burkina Faso",4977,,6/5/2009,6/5/2009,,
3114,462,WETR,,,5,,10,8975,,4977,,6/1/2009,5/31/2009,,
3115,462,DRYR,,,11,,3,8975,,4977,,6/1/2009,5/31/2009,,
3116,462,ANNR,108,,,,,8975,"North of distribution, Burkina Faso.",4977,,6/1/2009,5/31/2009,,
3117,462,HTMP,35.5,,3,,3,8968,,4978,,6/5/2009,6/5/2009,,
3118,462,LTMP,15,,1,,1,8968,,4978,,6/5/2009,6/5/2009,,
3119,462,ATMP,26.7,,,,,8968,"South of distribution, Cote d'Ivoire",4978,,6/5/2009,6/5/2009,,
3120,462,WETR,,,3,,12,8976, [Hi Mo. Wet text was: October-December] [Lo Mo. Wet text was: March-July],4978,,,7/8/2009,,
3121,462,DRYR,,,1,,9,8976, [Hi Mo. Dry text was: August-Septembe] [Lo Mo. Dry text was: January-June],4978,,,7/8/2009,,
3122,462,ANNR,200,,,,,8976," [Avg. Ann. Rain text was: 200cm, south of distribution, Cote d'Ivoire]",4978,,,7/8/2009,,
3124,463,HTMP,21.9,,,,,9008,,3634,,6/6/2009,6/6/2009,,
3125,463,LTMP,19.5,,,,,9008,,3634,,6/6/2009,6/6/2009,,
3126,463,WETR,,,3,,5,9008,,3634,,6/6/2009,6/6/2009,,
3128,463,ANNR,250,,,,,9008,,3634,,6/6/2009,6/6/2009,,
3129,463,HTMP,33.2,,4,,4,9007,,3635,,6/6/2009,6/6/2009,,
3130,463,LTMP,15.5,,8,,8,9007,,3635,,6/6/2009,6/6/2009,,
3131,463,ATMP,24.8,,,,,9007,,3635,,,6/6/2009,,
3132,463,WETR,,,9,,12,9008,,3635,,6/6/2009,6/6/2009,,
3133,463,DRYR,,,12,,2,9001,,3635,,6/6/2009,6/6/2009,,
3134,463,ANNR,235,,,,,9007,,3635,,6/6/2009,6/6/2009,,
3135,463,WETR,,,3,,5,9001,,3636,,6/6/2009,6/6/2009,,
3136,463,DRYR,,,6,,8,9001,,3636,,6/6/2009,6/6/2009,,
3137,463,ANNR,280,,,,,9001,,3636,,,6/6/2009,,
3138,464,HTMP,28.4,,,,,9035, [Hi Temp text was: mean maximum daily temperature = 28.4?],21,,,5/31/2009,,
3139,464,LTMP,21,,,,,9035, [Lo Temp text was: mean minimum daily temperature = 21.0?],21,,,5/31/2009,,
3142,464,ANNR,157.7,,,,,9035,,21,,,6/1/2009,,
3143,464,GRND,12,,,,,9034, [Ground text was: 12%],21,,,5/31/2009,,
3144,464,GRND,22,,,,,9035, [Ground text was: 22%],22,,,5/31/2009,,
3145,464,AFH,35,,,,,9035, [Avg. For. Height text was: approximately 35m],22,,,5/31/2009,,
3146,465,ELEV,,350,,500,,9055,,4639,,,6/8/2009,,
3147,465,WETR,210,,,,,9055,,4639,,6/8/2009,6/8/2009,,
3148,465,DRYR,113,,,,,9055,,4639,,6/8/2009,6/8/2009,,
3149,465,ANNR,177.4,,,,,21768,,4639,,6/8/2009,6/8/2009,,
3150,466,ELEV,,20,,40,,9078, [Hi Elev text was: 40m asl] [Low Elev text was: 20m asl],2096,,,5/13/2009,,
3151,466,HTMP,40,,1,,1,9079,,2096,,5/13/2009,5/13/2009,,
3152,466,LTMP,17,,6,,7,9079,,2096,,5/13/2009,5/13/2009,,
3153,466,ANNR,46.6,,,,,9079,,2096,,5/13/2009,5/13/2009,,
3154,466,GRND,56,,,,,9081,,2096,,5/13/2009,5/13/2009,,
3155,466,G5,,,,,,9081, [G - 5M: see other general habitat],2096,,4/20/2011,5/13/2009,,
3156,466,510,,,,,,9081, [5 - 10M: see other general habitat],2096,,4/20/2011,5/13/2009,,
3157,466,1020,,,,,,9081, [10 - 20M: see other general habitat],2096,,4/20/2011,5/13/2009,,
3158,466,2030,,,,,,9081, [30 - 40M: see other general habitat],2096,,4/20/2011,5/13/2009,,
3159,466,3040,,,,,,9081, [30 - 40M: see other general habitat],2096,,4/20/2011,5/13/2009,,
3160,466,AFH,12,,,,,9081,,2096,,5/13/2009,5/13/2009,,
3161,466,WETR,,,3,,6,9080,There is a minor wet season from November to December. ,2552,,5/13/2009,5/13/2009,,
3162,466,DRYR,,,7,,10,9080,There is a minor dry season from January to February.,2552,,5/13/2009,5/13/2009,,
3163,467,ELEV,,300,,1700,,9096,,3630,,6/8/2009,6/8/2009,,
3164,467,WETR,10,,11,,4,21743,,3630,,6/5/2009,6/5/2009,,
3165,467,DRYR,5,,5,,10,21744, ,3630,,6/5/2009,6/5/2009,,
3166,467,ANNR,,,,,,9096,Avg. Ann Rain varies from 150-250,3630,,6/5/2009,6/5/2009,,
3167,467,GRND,50,,,,,9098,,3630,,6/5/2009,6/5/2009,,
3168,467,ELEV,,300,,1500,,9094,,3631,,6/8/2009,6/8/2009,,
3169,468,ELEV,,50,,230,,9130,,2038,,,,,
3170,468,HTMP,33,,,,,9131, [Hi Temp text was: mean monthly maxima 26-33],2038,,5/31/2009,,,
3171,468,LTMP,20,20,7,23,8,9131, [Mo. Lo Temp text was: July-August] [Lo Temp text was: mean monthly minima 20-23],2038,,,,,
3172,468,WETR,,,4,,11,9130," [Hi Mo. Wet text was: minor 
April-June] [Lo Mo. Wet text was: major
Sept-Nov]",2038,,5/31/2009,,,
3173,468,DRYR,,,12,,3,9130," [Hi Mo. Dry text was: minor
Jul-Aug] [Lo Mo. Dry text was: major 
Dec-Mar]",2038,,5/31/2009,,,
3174,468,ANNR,212.9,,,,,9130, [Avg. Ann. Rain text was: 212.9 cm],2038,,,,,
3175,468,GRND,80,,,,,9132, [Ground text was: 80 %],2038,,,,,
3176,468,ELEV,,100,,600,,9123,,2039,,,,,
3177,468,HTMP,30,,,,,9130, [Hi Temp text was: Rarely above 30],2039,,,,,
3178,468,LTMP,20,,7,,8,9130, [Mo. Lo Temp text was: July-August] [Lo Temp text was: Rarely below 20],2039,,,,,
3179,468,WETR,,,9,,5,9131," [Hi Mo. Wet text was: minor 
Mar-May] [Lo Mo. Wet text was: major 
Sept-Dec]",2039,,,,,
3180,468,DRYR,,,6,,9,9131," [Hi Mo. Dry text was: minor 
Dec-Feb] [Lo Mo. Dry text was: major  
Jun-Sep]",2039,,5/31/2009,,,
3181,468,ANNR,150.9,,,,,9131, [Avg. Ann. Rain text was: 150.9 cm],2039,,,,,
3182,469,ELEV,150,50,,250,,9170,,1762,,6/16/2009,6/16/2009,,
3183,469,HTMP,33,,4,,4,9172, Highest temp recorded at Afi Mountain research camp (elev. >800m) over 3 yr period,1762,,6/16/2009,6/16/2009,,
3184,469,LTMP,14,,12,,12,9172, Lowest temp recorded at Afi Mountain research camp (elev. >800m) over 3 yr period,1762,,6/16/2009,6/16/2009,,
3185,469,ATMP,22.2,,,,,9172,,1762,,6/16/2009,6/16/2009,,
3186,469,WETR,36.45,,4,,11,9160,"at DRBC, Afi Mountain, Nigeria",1762,,6/16/2009,6/16/2009,,
3187,469,DRYR,2.78,,12,,3,9160,"at DRBC, Afi Mountain, Nigeria",1762,,6/16/2009,6/16/2009,,
3188,469,ANNR,302.7,,,,,9160,"at DRBC, Afi Mountain, Nigeria",1762,,6/16/2009,6/16/2009,,
3189,469,GRND,70,,,,,9173,daylight hours only,1762,,6/16/2009,6/16/2009,,
3190,469,G5,20,,,,,9173,daylight hours only,1762,,6/16/2009,6/16/2009,,
3191,469,510,10,,,,,9173,daylight hours only,1762,,6/16/2009,6/16/2009,,
3192,469,ELEV,,150,,2000,,9167, ,1763,,6/16/2009,6/16/2009,,
3193,469,HTMP,35.2,,3,,3,9160, Highest temp recorded at DRBC Afi Mountain project site (elev ~200m) over 10 year period,1763,,6/16/2009,6/16/2009,,
3194,469,LTMP,14.6,,1,,1,9160,Lowest temp recorded at DRBC Afi Mountain project site (elev ~200m) over 10 year period,1763,,6/16/2009,6/16/2009,,
3195,469,WETR,32.78,,4,,11,9160,"at Calabar, Nigeria",1763,,6/16/2009,6/16/2009,,
3196,469,DRYR,4.18,,12,,3,9160,"at Calabar, Nigeria",1763,,6/16/2009,6/16/2009,,
3197,469,ANNR,278.9,,,,,9160,"at Calabar, Nigeria",1763,,6/16/2009,6/16/2009,,
3198,469,ELEV,150,30,,1000,,9169, ,1764,,6/16/2009,6/16/2009,,
3199,469,ATMP,30.6,,,,,9170,,1764,,6/16/2009,6/16/2009,,
3200,469,ANNR,269,,,,,9168,at Bakundu Forest Reserve in the NE rain shadow of Mt. Cameroon,1764,,6/16/2009,6/16/2009,,
3201,469,ELEV,150,30,,1000,,9171, ,1765,,6/16/2009,6/16/2009,,
3202,469,ANNR,857,,,,,9168,at Idenau on SW flank of Mt. Cameroon,1765,,6/16/2009,6/16/2009,,
3209,470,ELEV,,,,1500,,9234,,3592,,,5/30/2009,,
3210,470,WETR,,,,,,9241, [Lo Mo. Wet text was: >1000],3592,,,5/30/2009,,
3211,470,DRYR,,,,,,9241, [Lo Mo. Dry text was: ca. 400],3592,,,5/30/2009,,
3212,470,ELEV,,,,2800,,9239,,3593,,,5/30/2009,,
3213,470,ELEV,,,,1500,,9235,,3594,,,5/30/2009,,
3214,473,ELEV,,500,,2500,,9244, [Hi Elev text was: 2500+],292,,,6/1/2009,,
3215,473,GRND,4,,,,,9244,,292,,,6/1/2009,,
3216,473,G5,2,,,,,9244,,292,,,6/1/2009,,
3217,473,510,1,,,,,9244,,292,,,6/1/2009,,
3218,473,1020,35,,,,,9244,,292,,,6/1/2009,,
3219,473,2030,25,,,,,9244,,292,,,6/1/2009,,
3220,473,3040,30,,,,,9244,,292,,,6/1/2009,,
3221,473,40+,3,,,,,9244,,292,,,6/1/2009,,
3222,473,ELEV,,500,,3000,,9245,,293,,,6/1/2009,,
3223,473,ELEV,,500,,3000,,9246,,294,,,6/1/2009,,
3224,474,WETR,,,3,,12,9295, [Hi Mo. Wet text was: August-December] [Lo Mo. Wet text was: March-May],2804,,,,,
3225,474,DRYR,,,1,,7,9295, [Hi Mo. Dry text was: June-July] [Lo Mo. Dry text was: January-February],2804,,,,,
3226,474,ANNR,1774,,,,,9295," [Avg. Ann. Rain text was: Salonga, D.R.C.: 1,774 mm]",2804,,,,,
3227,475,WETR,,,3,,11,9324, [Lo Mo. Wet text was: March-November],4235,,,,,
3228,475,DRYR,,,12,,2,9324, [Lo Mo. Dry text was: December-February],4235,,,,,
3229,475,ANNR,1729,,,,,9324," [Avg. Ann. Rain text was: Ituri, D.R.C.: 1,729 mm]",4235,,,,,
3230,476,ELEV,,,,2415,,9367," [Hi Elev text was: 2,415 m]",3088,,,,,
3231,476,WETR,,,2,,12,9389, [Hi Mo. Wet text was: September-November or December] [Lo Mo. Wet text was: February-June],3088,,,,,
3232,476,DRYR,,,7,,1,9389, [Hi Mo. Dry text was: December-January] [Lo Mo. Dry text was: July-August],3088,,,,,
3233,476,ANNR,1744,,,,,9389," [Avg. Ann. Rain text was: Nyungwe, Rwanda: 1,744 mm]",3088,,,,,
3234,480,ELEV,,0.01,,,,9476,Coastal Forests (Kenya),4239,,11/5/2009,11/5/2009,,
3235,480,ATMP,26,,,,,9476,Kenya forests only,4239,,7/30/2009,11/5/2009,,
3236,480,WETR,,,3,,12,9476,Northern end of range (Kenya),4239,,11/5/2009,11/5/2009,,
3237,480,DRYR,,,1,,9,9476,Northern end of range (Kenya),4239,,11/5/2009,11/5/2009,,
3238,480,ANNR,120,,,,,9476,"Kwale District, Kenya",4239,,7/30/2009,11/5/2009,,
3239,481,ATMP,24,,,,,9530, [Mean Ann. Temp text was: 24 (Tai National Park)],2023,,,5/18/2009,,
3240,481,DRYR,,,7,,8,9530, [Lo Mo. Dry text was: July-August (Tai National Park)],2023,,,5/18/2009,,
3242,481,DRYR,,,11,,2,9530, [Lo Mo. Dry text was: Nov - Feb (Tai National Park)],2024,,,5/18/2009,,
3243,481,ANNR,1830,,,,,9530, [Avg. Ann. Rain text was: 1830 mm (Tai National Park)],2025,,,5/18/2009,,
3244,481,WETR,,,5,,10,9542, [Hi Mo. Wet text was: October] [Lo Mo. Wet text was: May-],3168,,,5/18/2009,,
3245,481,DRYR,,,12,,3,9542, [Hi Mo. Dry text was: March] [Lo Mo. Dry text was: December-],3168,,,5/18/2009,,
3246,481,ANNR,3046,1983,,2417,,9542," [Avg. Ann. Rain text was: 3046 (1983), 2417 (1984), 3108 (1985) Tiwai Island, Sierra Leone]",3168,,,5/18/2009,,
3249,482,ANNR,98.5,,,,,9561,"Boabeng-Fiema, Ghana",2042,,5/26/2009,5/26/2009,,
3250,483,ELEV,,950,,3300,,9667," [Hi Elev text was: 3,300 m (Bale Mountains) (16)] [Low Elev text was: 950 m (87)]",4386,,,,,
3251,483,GRND,9.3,,,,,9597, [Ground text was: 9.3%],4386,,,,,
3252,483,ELEV,,950,,3300,,9597," [Hi Elev text was: 3,300 m (Bale Mountains) (16)] [Low Elev text was: 950 m (87)]",4387,,,,,
3253,485,ELEV,,200,,,,9729,,3192,,,,,
3254,485,HTMP,31.2,,2,,2,9728, [Mo. Hi Temp text was: February],3192,,,,,
3255,485,LTMP,10.8,,9,,9,9728, [Mo. Lo Temp text was: September],3192,,,,,
3256,485,ANNR,700,,,,,9699," [Avg. Ann. Rain text was: Manova-Gounda-St. Floris, C.A.R.: 700 mm]",3192,,,,,
3257,485,WETR,,,3,,11,9747, [Hi Mo. Wet text was: August-November] [Lo Mo. Wet text was: March-May],3193,,,,,
3258,485,DRYR,,,6,,2,9747, [Hi Mo. Dry text was: December-February] [Lo Mo. Dry text was: June-July],3193,,,,,
3259,485,ANNR,1475,,,,,9747," [Avg. Ann. Rain text was: Kibale, Uganda: 1,475 mm]",3193,,,,,
3260,485,WETR,,,3,,11,9673, [Lo Mo. Wet text was: March-November],4126,,,,,
3261,485,DRYR,,,12,,2,9673, [Lo Mo. Dry text was: December-February],4126,,,,,
3262,485,ANNR,1729,,,,,9673," [Avg. Ann. Rain text was: Ituri, D.R.C.: 1,729 mm]",4126,,,,,
3263,488,ELEV,1580,1580,,2007,,9948," [Mean Elev text was: 1580 m  Kakamega, Kenya: 2,007 mm]",2057,,,,,
3264,488,WETR,,,4,,11,9932, [Lo Mo. Wet text was: April-November],2057,,,,,
3265,488,DRYR,,,12,,3,9932, [Lo Mo. Dry text was: December-March],2057,,,,,
3266,488,ANNR,2007,,,,,9932," [Avg. Ann. Rain text was: 2,007 mm Kakamega, Kenya:]",2057,,,,,
3267,488,ELEV,1884,,,,,10002," [Mean Elev text was: Lake Naivasha, Kenya: 1884 m]",2058,,,,,
3268,489,ELEV,,,,2515,,10065, [Hi Elev text was: ca. 2515 m],2053,,,,,
3269,490,ELEV,,700,,3300,,10187, [Hi Elev text was: 3300 m] [Low Elev text was: 700 m],2068,,,,,
3270,490,WETR,,,3,,11,10187, [Hi Mo. Wet text was: October-November] [Lo Mo. Wet text was: March-May],2068,,,,,
3271,490,DRYR,,,6,,2,10187, [Hi Mo. Dry text was: December-February] [Lo Mo. Dry text was: June-September],2068,,,,,
3272,490,ANNR,1283,,,,,10187," [Avg. Ann. Rain text was: 1283 (Meru, Tanzania)]",2068,,,,,
3273,491,ANNR,1830,,,,,10206," [Avg. Ann. Rain text was: 1830mm (Tai National Prk, Ivory Coast)]",2278,,,5/19/2009,,
3274,491,WETR,,,5,,10,10217, [Hi Mo. Wet text was: October] [Lo Mo. Wet text was: May-],2279,,,5/19/2009,,
3275,491,DRYR,,,12,,3,10217, [Hi Mo. Dry text was: March] [Lo Mo. Dry text was: December-],2279,,,5/19/2009,,
3276,491,ANNR,3046,1983,,2417,,10217," [Avg. Ann. Rain text was: 3046 (1983), 2417 (1984), 3108 (1985) Tiwai Island, Sierra Leone]",2279,,,5/19/2009,,
3277,491,ATMP,24,,,,,10206," [Mean Ann. Temp text was: 24 C (Tai National Park, Ivory Coast)]",3177,,,5/19/2009,,
3278,491,DRYR,,,7,,8,10206," [Lo Mo. Dry text was: July - August (Tai National Park, Ivory Coast)]",3177,,,5/19/2009,,
3279,491,AFH,26.05,,,,,10207, [Avg. For. Height text was: 26.05 meters],3177,,,5/19/2009,,
3280,491,DRYR,,,11,,2,10206," [Lo Mo. Dry text was: Nov - February (Tai National Park, Ivory Coast)]",3178,,,5/19/2009,,
3281,491,AFH,26.05,,,,,10202, [Avg. For. Height text was: 26.05 meters],3178,,,5/19/2009,,
3282,492,ELEV,,0,,,,10233,,2889,,,5/17/2009,,
3283,492,GRND,0,,,,,10234,,2889,,,12/28/2014,,
3284,492,G5,17.3,,,,,10234,,2889,,,12/28/2014,,
3285,492,510,82.7,,,,,10234,,2889,,,12/28/2014,,
3286,492,AFH,9.4,,,,,10234,,2889,,,12/28/2014,,
3287,492,GRND,2.4,,,,,10238,"Pirang, Gambia",2890,,6/5/2009,12/28/2014,,
3288,492,G5,21.2,,,,,10238,,2890,,,12/28/2014,,
3289,492,510,79.5,,,,,10238,,2890,,,12/28/2014,,
3290,492,GRND,2.5,,,,,10233,"No general mean, range 1-4% (Fathala, Senegal)",2891,,5/19/2009,12/28/2014,,
3291,492,AFH,6,,,,,10233,"No general mean, range 5.1-5.8",2891,,5/19/2009,12/28/2014,,
3292,492,ANNR,112.4,,,,,10222,based on 25 years,2954,,6/5/2009,5/18/2009,,
3293,494,ELEV,,,,800,,10261,maybe up to 1800 m,3797,,6/13/2009,6/13/2009,,
3294,494,GRND,0,,,,,10262,,3797,,,6/13/2009,,
3295,494,G5,2,,,,,10262,,3797,,,6/13/2009,,
3296,494,510,8,,,,,10262,,3797,,,6/13/2009,,
3297,494,1020,25,,,,,10262,,3797,,,6/13/2009,,
3298,494,2030,52,,,,,10262,,3797,,,6/13/2009,,
3299,494,3040,8,,,,,10262,,3797,,,6/13/2009,,
3300,494,40+,1,,,,,10262,,3797,,,6/13/2009,,
3301,494,AFH,25,,,,,10262,,3797,,,6/13/2009,,
3302,494,ELEV,,,,2000,,10262,,3798,,6/13/2009,6/13/2009,,
3303,495,WETR,,,10,,5,10274, [Hi Mo. Wet text was: to May] [Lo Mo. Wet text was: October],3702,,,,,
3304,495,DRYR,,,6,,9,10274, [Hi Mo. Dry text was: to September] [Lo Mo. Dry text was: June],3702,,,,,
3305,495,ANNR,1400,1400,,1600,,10274," [Avg. Ann. Rain text was: 1,400 - 1,600 mm]",3702,,,,,
3306,496,ELEV,,10,,,,10283, [Low Elev text was: 10m],3793,,,6/10/2009,,
3307,496,ATMP,28,,,,,10284,,3793,,6/10/2009,6/10/2009,,
